StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders,AveragePrice,ABC_Class,MovementCategory
84247K,"FOLK ART GREETING CARD,pack/12",70,206.5,24,2.9500000000000006,C,Slow Moving
20814,SILVER FINCH DECORATION,187,206.39,12,1.2025,C,Medium Moving
47343A,FUSCHIA FLOWER PURSE WITH BEADS,200,206.26,23,1.1875,C,Medium Moving
84882,GREEN WIRE STANDING CANDLE HOLDER,55,206.25,27,3.75,C,Slow Moving
21734,SMALL MARAKESH LANTERN ON STICK,55,206.25,14,3.75,C,Slow Moving
20652,BLUE POLKADOT LUGGAGE TAG ,159,206.01,45,1.3844444444444444,C,Medium Moving
21095,SET/6 POSIES PAPER PLATES,242,205.7,27,0.85,C,Medium Moving
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,145,205.35,7,2.6214285714285714,C,Medium Moving
90210D,PURPLE ACRYLIC FACETED BANGLE,131,204.65,12,2.2,C,Medium Moving
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,48,204.0,16,4.25,C,Slow Moving
84927E,FLOWERS TILE HOOK,489,203.34,24,1.6648000000000005,C,Medium Moving
21367,MIRRORED WALL ART GENTS,196,202.86,45,1.742222222222222,C,Medium Moving
84870C,GREEN GEISHA GIRL ,54,202.5,21,3.75,C,Slow Moving
84870B,BLUE GEISHA GIRL ,54,202.5,23,3.75,C,Slow Moving
72756, FAIRY CAKE CANDLES,153,202.05,2,1.37,C,Medium Moving
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",406,202.02,9,1.3444444444444443,C,Medium Moving
35991,SET/6 BLACK SNOWFLAKE T-LIGHTS ,387,201.91,47,0.5755102040816327,C,Medium Moving
84723,CHERRY BLOSSOM CANVAS ART PICTURE,54,201.3,12,5.95,C,Slow Moving
16202C,BEIGE PHOTO ALBUM,94,201.3,10,3.03,C,Medium Moving
72754A,FLOWER FAIRY POTPOURRI CUSHION LILY,292,201.24,5,1.066,C,Medium Moving
35824B,"HANGING FLOWERS+MIRROR,BLUE",527,200.26,5,0.38,C,Medium Moving
16201A,PASTEL PINK PHOTO ALBUM,100,199.8,8,2.55,C,Medium Moving
84706F,RED PEONY TABLE CLOCK,33,199.35,16,5.420588235294117,C,Slow Moving
71053,WHITE MOROCCAN METAL LANTERN,47,199.17,12,4.855,C,Slow Moving
84711B,PINK OVAL SHAPE TRINKET BOX,20,199.0,12,9.95,C,Slow Moving
90124B,BLUE MURANO TWIST NECKLACE,20,199.0,11,9.95,C,Slow Moving
35833G,4 GOLD FLOCK CHRISTMAS BALLS,126,198.0,29,1.436206896551724,C,Medium Moving
21950,SET OF 6 DOTS CHOPSTICKS,185,197.05,2,1.155,C,Medium Moving
22849,"BREAD BIN, DINER STYLE, MINT",13,196.35,4,15.45,C,Slow Moving
21369,MIRRORED WALL ART SPLODGES,128,195.0,17,1.9852941176470589,C,Medium Moving
22326,"ROUND SNACK BOXES ,SET4, WOODLAND ",66,194.7,3,2.9500000000000006,C,Slow Moving
84927D,LA PALMIERA TILE HOOK,949,194.61,24,1.3616666666666666,C,Medium Moving
17014D,ORIGAMI ROSE INCENSE CONES,476,194.28,5,1.015,C,Medium Moving
46776E,WOVEN CANDY CUSHION COVER ,93,193.95,11,4.277272727272727,C,Medium Moving
21372,MIRRORED WALL ART TABLE LAMP,141,193.23,36,1.7413513513513514,C,Medium Moving
47504F,ENGLISH ROSE TORCH,526,193.1,13,1.5423076923076922,C,Medium Moving
90161A,ANT COPPER RED BOUDICCA BRACELET,39,193.05,14,4.95,C,Slow Moving
21582,KINGS CHOICE SMALL TUBE MATCHES,117,193.05,16,1.65,C,Medium Moving
90208,PAIR OF ENAMEL FLOWER CLUSTER SLIDE,82,192.9,8,2.49375,C,Slow Moving
35921,EASTER BUNNY HANGING GARLAND,154,192.5,26,1.25,C,Medium Moving
90087,CRYSTAL SEA HORSE PHONE CHARM,276,191.76,21,0.9728571428571428,C,Medium Moving
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,65,191.75000000000003,18,2.95,C,Slow Moving
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,147,191.53,48,1.3813725490196078,C,Medium Moving
90030B,RED KUKUI COCONUT SEED NECKLACE,122,191.3,19,2.3026315789473686,C,Medium Moving
90196B,BLACK GEMSTONE NECKLACE 45CM,15,191.25,10,12.75,C,Slow Moving
35962,SET/12 ZINC CHRISTMAS DECORATIONS,91,191.1,15,2.1,C,Medium Moving
22841,"CAKE TIN, ROUND, VINTAGE MINT,IVORY",27,190.65,4,7.45,C,Slow Moving
71028B,SILVER BLUE EGG T-LIGHT HOLDER,483,189.89,8,0.85625,C,Medium Moving
23229,DONKEY TAIL GAME ,54,189.54,4,3.66,C,Slow Moving
21400,RED PUDDING SPOON,1027,189.54,63,0.22,C,Medium Moving
79303D,LILAC FLOWER BLOCK TABLE LAMP,64,188.8,7,2.95,C,Slow Moving
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,38,188.1,15,4.95,C,Slow Moving
20837,FRENCH FLORAL CUSHION COVER ,165,188.07,18,1.1844444444444444,C,Medium Moving
21460,GREEN EASTER EGG HUNT START POST,96,187.2,20,1.95,C,Medium Moving
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,187.0,17,8.5,C,Slow Moving
90185B,AMETHYST DIAMANTE EXPANDABLE RING,44,187.0,13,4.25,C,Slow Moving
21543,BUTTERFLY WATER TRANSFER TATTOOS ,267,186.95,13,0.8346153846153845,C,Medium Moving
84893,ANT WHITE IRON BASKET,33,186.35,15,5.883333333333334,C,Slow Moving
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,9,1.25,C,Medium Moving
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,109,184.21,16,1.69,C,Medium Moving
84744,S/6 SEW ON CROCHET FLOWERS,147,183.75,29,1.25,C,Medium Moving
84509C,SET OF 4 DOTTY PLACEMATS ,54,183.3,13,3.6884615384615382,C,Slow Moving
90035A,"PEARL & SHELL 42""NECKL. GREEN",17,182.75,9,10.75,C,Slow Moving
17090A,LAVENDER INCENSE 40 CONES IN TIN,173,182.65,26,1.2038461538461538,C,Medium Moving
16053,POPART COL BALLPOINT PEN ASST,4298,182.58,8,0.1649999999999999,C,Fast Moving
35819B,"ACRYLIC HANGING JEWEL,BLUE",381,182.19,29,0.543125,C,Medium Moving
72799D,BLUE PILLAR CANDLE SILVER FLOCK,65,182.15,13,2.921428571428572,C,Slow Moving
85128,PLANTPOT SINGLE HOOK PISTACHIO,165,182.09,2,1.395,C,Medium Moving
37379B,BLUE CHERRY BLOSSOM CUP & SAUCER,1122,181.5,3,0.8833333333333333,C,Medium Moving
22545,MINI JIGSAW BUNNIES AT HOME,432,181.44,9,0.42,C,Medium Moving
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,3,179.85000000000002,2,59.95,C,Slow Moving
84509E,SET OF 4 CAROUSEL PLACEMATS ,131,179.81,10,2.408,C,Medium Moving
90210A,GREY ACRYLIC FACETED BANGLE,78,179.70000000000002,12,2.6333333333333333,C,Slow Moving
23697,A PRETTY THANK YOU CARD,438,179.64,26,0.4177777777777777,C,Medium Moving
84464,S/60 PINK FLUFFY CHICKS IN BOX,82,179.1,11,2.4954545454545456,C,Slow Moving
16043,POP ART PUSH DOWN RUBBER ,2142,179.04000000000002,12,0.31,C,Fast Moving
90029,NEW BAROQUE SMALL NECKLACE BLACK,21,178.5,10,8.5,C,Slow Moving
90122A,PINK CRYSTAL+GLASS BRACELET,36,178.20000000000002,14,4.95,C,Slow Moving
23126,DOLLCRAFT GIRL AMELIE,36,178.2,8,4.95,C,Slow Moving
84985B,SET OF 72 BLACK PAPER DOILIES ,122,176.89999999999998,19,1.45,C,Medium Moving
22839,"CAKE TIN, 3 TIER MINT/IVORY",13,176.75,4,14.4,C,Slow Moving
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,171,176.75,18,1.2111111111111112,C,Medium Moving
22384,LUNCHBAG PINK RETROSPOT,107,176.54999999999998,13,1.65,C,Medium Moving
84966A,PINK KASHMIRI BOXED MIRROR,12,176.0,3,17.333333333333332,C,Slow Moving
21018,BIRD BOX CHRISTMAS TREE DECORATION,207,175.95,37,0.85,C,Medium Moving
84509C,DOTTY PLACEMATS ,52,175.8,9,3.661111111111112,C,Slow Moving
21370,MIRRORED WALL ART FOXY,48,175.35,16,5.32625,C,Slow Moving
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",22,174.9,8,7.95,C,Slow Moving
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,101,174.05,8,2.016666666666667,C,Medium Moving
84877D,BLUE ROUND COMPACT MIRROR,101,173.75,15,2.25,C,Medium Moving
17084P,DRAGONS BLOOD INCENSE,874,173.54,26,0.208076923076923,C,Medium Moving
75011,BLUE DAISY MOBILE,181,172.51,15,1.39,C,Medium Moving
90210C,RED   ACRYLIC FACETED BANGLE,113,171.95000000000002,9,2.138888888888889,C,Medium Moving
21368,MIRRORED WALL ART LADIES,193,171.75,39,1.2166666666666666,C,Medium Moving
22345,PARTY PIZZA DISH BLUE RETROSPOT,202,171.7,24,0.85,C,Medium Moving
84706C,PINK FLOCK TABLE CLOCK ,84,170.8,4,3.7,C,Slow Moving
84706B,FAIRY CAKES TABLE CLOCK,19,170.04999999999998,8,8.95,C,Slow Moving
47347B,BLUE FLOWER T-LIGHT HOLDER,236,169.72,7,1.1257142857142857,C,Medium Moving
90014B,GOLD M PEARL  ORBIT NECKLACE,17,169.14999999999998,13,9.95,C,Slow Moving
35818B,"ACRYLIC JEWEL ICICLE, BLUE",403,168.38,8,0.5387500000000001,C,Medium Moving
90122B,JADE CRYSTAL+GLASS BRACELET,34,168.3,14,4.95,C,Slow Moving
85205A,IVORY FELT EASTER RABBIT GARLAND,66,168.29999999999998,21,2.55,C,Slow Moving
79403,FROSTED WHITE BASE ,197,167.45,23,0.85,C,Medium Moving
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,14,167.29999999999998,9,11.95,C,Slow Moving
90036A,FLOWER GARLAND NECKLACE RED,21,166.95000000000002,14,7.95,C,Slow Moving
22330,72 ROUND PINK DOILIES,115,166.75,15,1.45,C,Medium Moving
37506,NEW ENGLAND MILK JUG W GIFT BOX,28,166.6,22,5.95,C,Slow Moving
90119,METALIC LEAVES BAG CHARMS,67,166.17,18,2.485,C,Slow Moving
21102,"CANDLE IN JAR COLLAGE , VANILLA",65,165.75,12,2.55,C,Slow Moving
21394,RED SPOTTY BEAKER ,85,165.75,16,1.95,C,Slow Moving
21530,DAIRY MAID CERAMIC TOASTRACK,56,165.20000000000002,16,2.95,C,Slow Moving
84526,GIANT BLACK SUNGLASSES,84,163.79999999999998,31,1.95,C,Slow Moving
90159,COTE D'AZURE NECKLACE,33,163.35,15,4.95,C,Slow Moving
85024C,PINK SMALL JEWELLED PHOTOFRAME,99,163.35,42,1.65,C,Medium Moving
35809B,ENAMEL BLUE RIM TEA CONTAINER,81,162.48,22,2.0422727272727275,C,Slow Moving
16207A,PINK STRAWBERRY HANDBAG ,55,162.25000000000003,19,2.95,C,Slow Moving
84529A,PINK KNITTED KIDS RUCKSACK,24,162.0,10,6.75,C,Slow Moving
72801C,S/4 ROSE PINK DINNER CANDLES,165,161.85,25,1.2092,C,Medium Moving
90040B,MURANO STYLE GLASS BRACELET BLACK,46,161.0,17,3.5,C,Slow Moving
22889,NUMBER TILE VINTAGE FONT No ,145,160.38,8,1.77125,C,Medium Moving
23305,SET 4 PICNIC CUTLERY BLUEBERRY,82,159.9,9,1.95,C,Slow Moving
22645,CERAMIC HEART CAKE MONEY BANK,120,159.6,5,1.41,C,Medium Moving
85185C,COW  SOCK PUPPET,54,159.3,26,2.95,C,Slow Moving
90162B,ANT SILVER LIME GREEN BOUDICCA RING,54,159.3,19,2.95,C,Slow Moving
85165,CANDY PINK FRENCH BOUDOIR CLOCK,16,159.2,11,9.95,C,Slow Moving
90125A,PINK BERTIE GLASS BEAD BAG CHARM,140,159.0,12,1.5791666666666666,C,Medium Moving
22864,MUG AND COASTER SET RED CIRCLES,378,158.76,2,0.42,C,Medium Moving
90019A,SILVER M.O.P ORBIT BRACELET,32,158.4,17,4.95,C,Slow Moving
21193,WHITE HONEYCOMB PAPER FAN ,84,158.36,14,2.0726666666666667,C,Slow Moving
16012,FOOD/DRINK SPUNGE STICKERS,759,158.19,20,0.2074999999999999,C,Medium Moving
22853,ENAMEL CAT BOWL CREAM,52,157.8,3,3.15,C,Slow Moving
16156L,WRAP CAROUSEL,375,157.5,14,0.42,C,Medium Moving
23545,WRAP RED DOILEY,375,157.5,15,0.42,C,Medium Moving
90155,RESIN NECKLACE W PASTEL BEADS,21,157.5,12,7.5,C,Slow Moving
10123G,ARMY CAMO WRAPPING TAPE,2246,157.18,12,0.5592307692307693,C,Fast Moving
16054,POPART RECT PENCIL SHARPENER ASST,1205,156.9,37,0.1605405405405405,C,Medium Moving
23143,ZINC WIRE KITCHEN ORGANISER,25,156.8,12,7.175000000000001,C,Slow Moving
79030D,TUMBLER BAROQUE,402,156.78,25,0.39,C,Medium Moving
23468,TUSCAN VILLA BIRD TABLE ,19,156.75,11,8.25,C,Slow Moving
17178,FLAT PALM T-LIGHT HOLDER,133,156.65,24,1.234,C,Medium Moving
84926C,FAIRY CAKES TILE COASTER,125,156.25,19,1.25,C,Medium Moving
84531B,BLUE KNITTED EGG COSY,187,155.61,38,1.1289473684210527,C,Medium Moving
85123A,CREAM HANGING HEART T-LIGHT HOLDER,57,155.35,7,2.892857142857143,C,Slow Moving
23416,CHAMBRE HOOK,123,155.07,18,1.16,C,Medium Moving
21031,SPACE CADET BLACK,126,154.91,25,1.2832,C,Medium Moving
22587,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",204,154.68,6,0.8283333333333333,C,Medium Moving
82585,SWEET VALENCIA CANDLE+CUP,131,154.63,21,1.2417391304347825,C,Medium Moving
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,41,153.75,10,3.75,C,Slow Moving
84855,BLOKEY SILVER TOOL SET,31,153.45000000000002,11,4.95,C,Slow Moving
72140E,BEST DAD CANDLE LETTERS,216,153.36,27,0.8344444444444444,C,Medium Moving
84029D,LEOPARD PRINT HOT WATER BOTTLE,46,153.3,12,3.6833333333333336,C,Slow Moving
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,18,153.0,10,8.5,C,Slow Moving
90185A,AMBER DIAMANTE EXPANDABLE RING,36,153.0,9,4.25,C,Slow Moving
21226,POCKET MIRROR WOODLAND,122,152.5,20,1.25,C,Medium Moving
22289,HANGING METAL CHICKEN DECORATION,122,152.5,19,1.25,C,Medium Moving
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,5,2.81,C,Slow Moving
48175,DOOR MAT CAMOUFLAGE,38,152.0,1,4.0,C,Slow Moving
72801D,S/4 SKY BLUE DINNER CANDLES,157,151.85,25,1.2092,C,Medium Moving
84531A,PINK KNITTED EGG COSY,181,151.70999999999998,38,1.131,C,Medium Moving
22536,MAGIC DRAWING SLATE FIDO,360,151.2,8,0.42,C,Medium Moving
16202E,BLACK PHOTO ALBUM ,81,150.6,13,2.723076923076923,C,Slow Moving
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,51,150.45000000000002,16,2.95,C,Slow Moving
90098,NECKLACE+BRACELET PINK BUTTERFLY,59,150.45,23,2.55,C,Slow Moving
17107D,FLOWER FAIRY 5 DRAWER LINERS,59,150.45,20,2.55,C,Slow Moving
90093,CLEAR CRYSTAL STAR PHONE CHARM,200,150.44,18,0.8633333333333333,C,Medium Moving
21461,BLUE EASTER EGG HUNT START POST,77,150.15,19,1.95,C,Slow Moving
82093,HEART SHAPE BUTTON FRAME ,100,150.0,7,2.321428571428572,C,Medium Moving
17011A,ORIGAMI VANILLA INCENSE+FLOWER ,254,150.0,6,1.3166666666666669,C,Medium Moving
21310,CAPIZ CHANDELIER,5,149.75,3,29.95,C,Slow Moving
84452,METAL RABBIT LADDER EASTER ,176,149.6,26,0.85,C,Medium Moving
23256,KIDS CUTLERY SPACEBOY ,36,149.4,8,4.15,C,Slow Moving
23254,KIDS CUTLERY DOLLY GIRL ,36,149.4,8,4.15,C,Slow Moving
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,149.35,17,1.45,C,Medium Moving
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,355,149.1,23,0.42,C,Medium Moving
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,25,148.75,13,5.950000000000001,C,Slow Moving
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,25,148.75,14,5.95,C,Slow Moving
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,22,148.75,9,8.027777777777779,C,Slow Moving
40001, WHITE BAMBOO RIBS LAMPSHADE,210,148.26,7,0.8200000000000001,C,Medium Moving
90129C,GREEN GLASS TASSLE BAG CHARM,50,147.5,17,2.95,C,Slow Moving
84720,DOT MATRIX CANVAS ART PICTURE,35,147.05,3,6.883333333333333,C,Slow Moving
84510C,SET OF 4 POLKADOT COASTERS,115,146.17,38,1.3136842105263158,C,Medium Moving
20796,SMALL BLUE PROVENCAL CERAMIC BALL,88,145.2,13,1.65,C,Slow Moving
20672,PINK TEATIME PRINT BOWL,116,145.0,22,1.25,C,Medium Moving
84313A,PINK TV TRAY TABLE ,34,144.5,16,4.25,C,Slow Moving
47518F,ICON PLACEMAT POP ART ELVIS,900,144.3,31,0.1683870967741935,C,Medium Moving
35610B,BLACK CHRISTMAS FLOCK DROPLET ,179,144.07,13,1.1314285714285717,C,Medium Moving
85095,THREE CANVAS LUGGAGE TAGS,90,143.86,11,2.200909090909091,C,Medium Moving
90048,GREEN WITH METAL BAG CHARM,29,143.55,6,4.95,C,Slow Moving
47591A,CAROUSEL DES CHILD'S APRON,87,143.54999999999998,33,1.65,C,Slow Moving
23292,SPACE BOY CHILDRENS CUP,130,143.3,5,1.21,C,Medium Moving
84564,6 SEGMENT COLOURED SNACK BOWL ,18,143.1,9,7.949999999999999,C,Slow Moving
21353,SILVER SLEIGHBELL  WREATH,18,143.1,8,7.95,C,Slow Moving
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",18,143.1,11,7.95,C,Slow Moving
82587,TEXRIO TOMATOES CANDLE+CUP,118,142.94,32,1.2384848484848483,C,Medium Moving
90123B,TURQUOISE HEART OF GLASS BRACELET,24,142.8,11,5.95,C,Slow Moving
90123C,GREEN HEART OF GLASS BRACELET,24,142.8,9,5.95,C,Slow Moving
84877A,PINK ROUND COMPACT MIRROR,46,142.5,14,3.571428571428572,C,Slow Moving
22510,DOORSTOP RUSSIAN DOLL GINGHAM,38,142.5,22,3.75,C,Slow Moving
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,375,142.5,28,0.38,C,Medium Moving
82553,POP'S GREASY SPOON METAL SIGN,86,141.9,20,1.65,C,Slow Moving
23694,PAISLEY PARK CARD,348,141.84,24,0.4175,C,Medium Moving
37422,WHITE WITH BLACK CATS BOWL,344,141.68,27,0.8181481481481482,C,Medium Moving
90186A,AMETHYST HOOP EARRING FLORAL LEAF,48,141.60000000000002,15,2.95,C,Slow Moving
90018A,SILVER M.O.P ORBIT DROP EARRINGS,33,140.25,16,4.25,C,Slow Moving
21003,ROSE DU SUD CUSHION COVER,22,139.7,11,6.35,C,Slow Moving
23091,METAL HERB GERDEN CONTAINER,24,139.68,5,6.078,C,Slow Moving
90124C,GREEN MURANO TWIST NECKLACE,14,139.29999999999998,8,9.95,C,Slow Moving
90180B,PURPLE AMETHYST NECKLACE W TASSEL,14,139.29999999999998,10,9.95,C,Slow Moving
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,37,138.75,14,3.75,C,Slow Moving
84247E,PACK OF 12 CHRISTMAS FUN CARDS,47,138.65,13,2.95,C,Slow Moving
22195,HEART MEASURING SPOONS LARGE,84,138.6,5,1.65,C,Slow Moving
23304,SET 4 PICNIC CUTLERY CHERRY ,71,138.45,9,1.95,C,Slow Moving
90086,CRYSTAL FROG PHONE CHARM,189,138.32999999999998,19,1.1026315789473684,C,Medium Moving
23417,BATHROOM HOOK,140,137.76,21,1.1345454545454543,C,Medium Moving
72754B,F FAIRY POTPOURRI CUSHIONS LAVENDER,170,137.54,8,1.17,C,Medium Moving
90123D,WHITE HEART OF GLASS BRACELET,23,136.85000000000002,8,5.95,C,Slow Moving
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,161,136.85,20,0.85,C,Medium Moving
22869,NUMBER TILE COTTAGE GARDEN 1,70,136.5,20,1.95,C,Slow Moving
35824P,"HANGING FLOWERS+MIRROR,PINK",324,136.44,3,0.75,C,Medium Moving
10120,DOGGY RUBBER,648,136.07999999999998,62,0.21,C,Medium Moving
90214A,"LETTER ""A"" BLING KEY RING",127,135.71,45,1.2073333333333334,C,Medium Moving
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",17,135.15,9,7.949999999999999,C,Slow Moving
90002A,FLOWER BURST SILVER RING OPAL,36,135.0,14,3.75,C,Slow Moving
20952,PORCELAIN CHERUB BELL SMALL,321,134.82,20,0.42,C,Medium Moving
22870,NUMBER TILE COTTAGE GARDEN 2,69,134.54999999999998,17,1.95,C,Slow Moving
21157,RED RETROSPOT WASHBAG,64,134.4,17,2.1,C,Slow Moving
90081C,LILY BROOCH OLIVE COLOUR,27,133.65,13,4.950000000000001,C,Slow Moving
84231,EASTER BUNNY WITH BASKET ON BACK,204,132.6,34,0.65,C,Medium Moving
79192A,RETRO PLASTIC 70'S TRAY,106,132.5,30,1.25,C,Medium Moving
84510C,SET OF 4 POLKADOTS COASTERS,109,132.45,29,1.243448275862069,C,Medium Moving
23081,GREEN METAL BOX TOP SECRET,16,132.0,4,8.25,C,Slow Moving
23066,SMALL JEWELLERY STAND,16,132.0,6,8.25,C,Slow Moving
45013,FOLDING SHOE TIDY,48,132.0,8,2.9000000000000004,C,Slow Moving
23465,TUSCAN VILLA BIRD FEEDER,16,132.0,8,8.25,C,Slow Moving
22344,PARTY PIZZA DISH PINK RETROSPOT,155,131.75,19,0.85,C,Medium Moving
37467,PIG MUG IN TWO COLOUR DESIGNS,212,131.44,28,0.7185714285714286,C,Medium Moving
77079,DOLPHIN WINDMILL,62,131.44,11,2.12,C,Slow Moving
82011A,"BATHROOM SCALES, TROPICAL BEACH",35,131.25,23,3.75,C,Slow Moving
90013C,GREEN VINTAGE EARRINGS ,35,131.25,10,3.75,C,Slow Moving
90003D,CRYSTAL PAIR HEART HAIR SLIDES,35,131.25,15,3.75,C,Slow Moving
48179,DOOR MAT SWEET HOME,28,131.25,6,6.291666666666667,C,Slow Moving
84527,FLAMES SUNGLASSES PINK LENSES,71,131.25,19,1.935,C,Slow Moving
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,46,130.9,15,2.9250000000000003,C,Slow Moving
84925E,FLOWERS WALL THERMOMETER,75,130.05,3,2.2666666666666666,C,Slow Moving
20899,VINTAGE NOTEBOOK RED ROSE,44,129.8,12,2.95,C,Slow Moving
17011D,ORIGAMI ROSE INCENSE+FLOWER,207,129.3,2,0.475,C,Medium Moving
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",103,128.75,9,1.25,C,Medium Moving
20821,GOLDIE LOOKING MIRROR,26,128.70000000000002,10,4.95,C,Slow Moving
84874B,BLUE TRAVEL FIRST AID KIT,78,128.7,28,1.65,C,Slow Moving
37330,BIG POLKADOT MUG,78,128.33999999999995,5,1.5779999999999998,C,Slow Moving
16119,FUNKY GIRL ADDRESS BOOK,271,128.21,7,1.0014285714285711,C,Medium Moving
90175B,PINK GLASS CHUNKY CHARM BRACELET,15,127.8,7,8.028571428571428,C,Slow Moving
72812,LARGE ZINC GLASS CANDLEHOLDER,55,127.68,10,2.506,C,Slow Moving
22848,"BREAD BIN, DINER STYLE, PINK",8,127.6,3,16.28333333333333,C,Slow Moving
90013D,PURPLE VINTAGE EARRINGS,34,127.5,8,3.75,C,Slow Moving
84782B,BLACK 3 TIER GLASS PLATE STAND,10,127.5,6,12.75,C,Slow Moving
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,15,127.5,9,8.5,C,Slow Moving
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,36,127.2,4,4.035,C,Slow Moving
46137D,GREEN CHENILLE SHAGGY RUG,43,126.85,3,2.9500000000000006,C,Slow Moving
85179C,PINK BITTY LIGHT CHAIN,77,126.85,10,2.6100000000000003,C,Slow Moving
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,6,1.95,C,Slow Moving
23020,GLASS SONGBIRD STORAGE JAR,11,126.7,3,12.05,C,Slow Moving
82607E,GLASS BONBON JAR. D'AMANDES,101,126.25,25,1.25,C,Medium Moving
47593B,SCOTTIES DESIGN BABY BIB,101,126.25,17,1.25,C,Medium Moving
84255B,ORANGE COCKTAIL GLASS LAMP,60,126.0,14,2.1,C,Slow Moving
22882,NUMBER TILE VINTAGE FONT 3,91,125.89,25,1.8364,C,Medium Moving
23065,LARGE JEWELLERY STAND,10,125.0,4,12.5,C,Slow Moving
84709A,SILVER OVAL JEWELLED MIRROR,21,124.95,11,5.95,C,Slow Moving
84622,PINK GINGHAM ROSE CUSHION COVER,21,124.95,7,5.95,C,Slow Moving
35816P,"ACRYLIC JEWEL ANGEL,PINK",292,124.88,7,0.7528571428571428,C,Medium Moving
10080,GROOVY CACTUS INFLATABLE,303,124.61,26,0.5092592592592593,C,Medium Moving
84661C,PINK SQUARE TABLE CLOCK,137,124.55,12,1.3183333333333334,C,Medium Moving
71496A,A4 WALL TIDY BLUE OFFICE,228,124.44,8,0.5750000000000001,C,Medium Moving
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,102,124.2,11,1.7590909090909093,C,Medium Moving
84927A,WAKE UP COCKEREL TILE HOOK,218,124.17,25,1.5964,C,Medium Moving
90162C,ANT SILVER FUSCHIA BOUDICCA RING,42,123.90000000000002,16,2.95,C,Slow Moving
22359,"GLASS JAR, KINGS CHOICE SOAP",42,123.9,8,2.95,C,Slow Moving
85185B,PINK HORSE SOCK PUPPET KIT,42,123.9,14,2.95,C,Slow Moving
35015,JACOBS LADDER SMALL,2064,123.84,38,0.06,C,Fast Moving
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,33,123.75,12,3.75,C,Slow Moving
20816,GOLD FLOWER CUSHION COVER ,24,123.6,7,5.378571428571428,C,Slow Moving
22850,BREAD BIN DINER STYLE BLACK,8,123.6,1,15.95,C,Slow Moving
84228,HEN HOUSE W CHICK STANDING,308,123.36,20,0.4175,C,Medium Moving
84559D,3D SHEET OF SEA WORLD STICKERS,145,123.25,29,0.85,C,Medium Moving
21087,SET/6 POSIES PAPER CUPS,220,123.22,20,0.5623809523809524,C,Medium Moving
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,2,3.95,C,Slow Moving
23457,LARGE PARLOUR FRAME,27,122.85,2,4.725,C,Slow Moving
22869,"NUMBER TILE COTTAGE GARDEN, 1",63,122.85,7,1.95,C,Slow Moving
22832,SWEETHEART WIRE WALL TIDY,12,122.6,3,10.483333333333333,C,Slow Moving
84367,LA STREGA CANVAS PICTURE ,73,122.55,7,1.95,C,Slow Moving
79308B,MOSAIC CANDLE DISH BLUE PURPLE,144,122.4,2,0.85,C,Medium Moving
16168S,FUNKY MONKEY GIFT BAG SMALL,1274,121.86,7,0.1757142857142857,C,Medium Moving
79532,MOSAIC GLASS BALL CANDLEHOLDER,97,121.25,18,1.25,C,Medium Moving
22535,MAGIC SLATE BUNNIES AT HOME ,288,120.96,6,0.42,C,Medium Moving
22536,MAGIC SLATE FIDO,288,120.96,6,0.42,C,Medium Moving
22534,MAGIC SLATE SPACEBOY ,288,120.96,6,0.42,C,Medium Moving
